"order_no","ro_no","ro_date","invoice_date","invoice_no","outlet_code","outlet_name","emp_code","emp_name","sup_code","sup_name","pro_code","pro_name","largest_unit","middle_unit","small_unit","largest_system_price","middle_system_price","small_system_price","final_largest_selling_price","final_middle_selling_price","final_small_selling_price","largest_qty_order","middle_qty_order","smallest_qty_order","promotion_value","discount_value","vat_value","gross_price","net_sales"
,SO2603060018,2026-03-06,2026-03-06,INV2603060018,B000042,BOEDY 42,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,4500000.0000,3000000.0000,750000.0000,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO260313SLS010001,SO2603130013,2026-03-13,2026-03-13,INV2603130007,"0019",Babeh TK,SLS01,Jeddy,"1000",PT YUPI INDONESIA,"02005",DYNAMITE MINT CHOCO 55S/20,KRT/20,KRT/1,PCS/1,83500,83500,4175,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603020021,2026-03-02,,,B000020,BOEDY 20,BDG001,Nyeck Nyobe,YP001,PT YUPI INDONESIA,YP1084,PIZZA TOP LID W/O FOLD D.BOX (12X12) @ 15 G,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,7.0,0.0,0.0,0.0000,0.0000,731500.0000,6650000.0,6650000.0
,SO2603020021,2026-03-02,,,B000020,BOEDY 20,BDG001,Nyeck Nyobe,YP001,PT YUPI INDONESIA,YP1080,DINO LAND D.BOX (12X24) @ 5.5 G,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,5.0,0.0,0.0,0.0000,0.0000,522500.0000,4750000.0,4750000.0
,SO2603020021,2026-03-02,,,B000020,BOEDY 20,BDG001,Nyeck Nyobe,"02001",PT URC,"302019",VAPE ONE PUSH ORANGE 30 HARI   ,KRT/12,KRT/1,PCS/1,242182,242182,20182,242182.0000,242182.0000,20182.0000,5.0,0.0,0.0,0.0000,0.0000,133200.0000,1210910.0,1210910.0
,SO2603020021,2026-03-02,,,B000020,BOEDY 20,BDG001,Nyeck Nyobe,"010001",PT YUPI INDONESIA,"302008",VAPE AEROSOL TWINGUN 600 ML    ,KRT/12,KRT/1,PCS/1,368108,368108,30676,368108.0000,368108.0000,30676.0000,4.0,0.0,0.0,0.0000,0.0000,161968.0000,1472432.0,1472432.0
,SO2603020021,2026-03-02,,,B000020,BOEDY 20,BDG001,Nyeck Nyobe,"010001",PT YUPI INDONESIA,"302028",VAPE ULTRA  ELECTRIC CLD 45MLM ,KRT/24,KRT/1,PCS/1,412368,412368,17182,412368.0000,412368.0000,17182.0000,4.0,0.0,0.0,0.0000,0.0000,181442.0000,1649472.0,1649472.0
PO260313SLS010001,SO2603130013,2026-03-13,2026-03-13,INV2603130007,"0019",Babeh TK,SLS01,Jeddy,MT001,Mainan Toys,AF-0006,Action Figure Thor,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603020022,2026-03-02,2026-03-03,INV2603030004,B000020,BOEDY 20,BDG001,Nyeck Nyobe,"02001",PT URC,"302019",VAPE ONE PUSH ORANGE 30 HARI   ,KRT/12,KRT/1,PCS/1,242182,242182,20182,242182.0000,242182.0000,20182.0000,3.0,0.0,0.0,0.0000,0.0000,79920.0000,726546.0,726546.0
,SO2603020022,2026-03-02,2026-03-03,INV2603030004,B000020,BOEDY 20,BDG001,Nyeck Nyobe,"010001",PT YUPI INDONESIA,"302008",VAPE AEROSOL TWINGUN 600 ML    ,KRT/12,KRT/1,PCS/1,368108,368108,30676,368108.0000,368108.0000,30676.0000,4.0,0.0,0.0,0.0000,0.0000,161968.0000,1472432.0,1472432.0
,SO2603020022,2026-03-02,2026-03-03,INV2603030004,B000020,BOEDY 20,BDG001,Nyeck Nyobe,"010001",PT YUPI INDONESIA,"302027",VAPE ELETRIC SET LIQUID 45 MLM ,KRT/24,KRT/1,PCS/1,770400,770400,32100,770400.0000,770400.0000,32100.0000,4.0,0.0,0.0,0.0000,0.0000,338976.0000,3081600.0,3081600.0
,SO2603060018,2026-03-06,2026-03-06,INV2603060018,B000042,BOEDY 42,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0032,Action Figure Ronaldo,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2750000.0000,1750000.0000,675000.0000,1.0,0.0,0.0,0.0000,0.0000,0,2750000.0,2750000.0
PO260313DR01230001,SO2603130004,2026-03-13,2026-03-13,INV2603130004,"0019",Babeh TK,DR0123,Dicky Ramdhan,YP001,PT YUPI INDONESIA,YP5218,YUPI ROLETTO BOX 12X24X6GR,KRT/50,KRT/1,KLG/1,75000,800000,23000,75000.0000,800000.0000,23000.0000,41.0,0.0,0.0,0,0.0000,338250.0000,3075000.0,3075000.0
,SO2603030001,2026-03-03,,,LV000001,Lavina TK 1,SLS009,Ridwan,"1009",PT Downy Indonesia,D000016,DOWNY Aroma Mawa REF 300 MLX120,CRT/12,LSN/10,PCS/1,660000,66000,5500,660000.0000,66000.0000,5500.0000,10.0,0.0,0.0,0.0000,0.0000,726000.0000,6600000.0,6600000.0
,SO2603060019,2026-03-06,2026-03-06,INV2603060017,B000010,BOEDY 10,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,4750000.0000,3750000.0000,275000.0000,0.0,0.0,4.0,0.0000,0.0000,0.0000,1100000.0,1100000.0
,SO2603130014,2026-03-13,,,"0019",Babeh TK,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0026,Action Figure Mr. Stan Lee,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,2.0,0,0.0000,264000.0000,2400000.0,2400000.0
,SO2603030001,2026-03-03,,,LV000001,Lavina TK 1,SLS009,Ridwan,"1009",PT Downy Indonesia,D000008,DOWNY Mawar REF 1000 MLX12,CRT/12,CRT/1,PNCH/1,310000,310000,25834,310000.0000,310000.0000,25834.0000,15.0,0.0,0.0,0.0000,0.0000,511500.0000,4650000.0,4650000.0
PO260306SLS010001,SO2603060020,2026-03-06,2026-03-06,INV2603060019,"20004",WARTEG SLAWI,SLS01,Jeddy,"010001",PT YUPI INDONESIA,"01003",GAJAH KULKAS 50 GR 24 PCS,KRT/24,KRT/1,PCS/1,154364,154364,6432,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603130015,2026-03-13,,,B000444,BOEDY 444,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0026,Action Figure Mr. Stan Lee,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,2.0,0,0.0000,264000.0000,2400000.0,2400000.0
,SO2603060021,2026-03-06,,,LV000006,Lavina TK 6,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0002,Action Figure Batman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,7350000.0000,3350000.0000,1000000.0000,2.0,0.0,3.0,0.0000,0.0000,1947000.0000,17700000,17700000
,SO2603130016,2026-03-13,,,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0026,Action Figure Mr. Stan Lee,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,3.0,0.0,4.0,0,0.0000,748000.0000,6800000.0,6800000.0
,SO2603030002,2026-03-03,2026-03-04,INV2603040007,"0019",Babeh TK,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP1034,CHIBI GUMMY D.BOX (20X12)  @11 G,KRT/36,KRT/1,PCS/1,165000,165000,2750,165000.0000,165000.0000,2750.0000,7.0,0.0,0.0,0.0000,0.0000,127050.0000,1155000.0,1155000.0
,SO2603030002,2026-03-03,2026-03-04,INV2603040007,"0019",Babeh TK,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP1033,GUMMY COOKIES D.BOX (12X24) @ 5.5 G,KRT/36,KRT/1,PCS/1,154364,154364,6432,154364.0000,154364.0000,6432.0000,5.0,0.0,0.0,0.0000,0.0000,84900.0000,771820.0,771820.0
,SO2603030002,2026-03-03,2026-03-04,INV2603040007,"0019",Babeh TK,AD003,Ady Nugroho,YP001,PT YUPI INDONESIA,YP1032,CHOCO GLEE D.BOX (12X24) @ 5.5 G,KRT/36,KRT/1,PCS/1,316800,316800,8800,316800.0000,316800.0000,8800.0000,4.0,0.0,0.0,0.0000,0.0000,139392.0000,1267200.0,1267200.0
,SO2603130017,2026-03-13,,,"0019",Babeh TK,DR0123,Dicky Ramdhan,A12,PT YUPI INDONESIA,SP00051,Sunpride - Single Cavendish 500 gr,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,0.0,0.0,0.0,0,0.0000,0.0000,0.0,0.0
,SO2603130017,2026-03-13,,,"0019",Babeh TK,DR0123,Dicky Ramdhan,A12,PT YUPI INDONESIA,SP00052,Sunpride - Single Pineapple 300 gr,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,3.0,0.0,0.0,0,0.0000,0.0000,2850000.0,2850000.0
PO2603038890002,SO2603030004,2026-03-03,2026-03-03,INV2603030002,LV000007,Lavina TK 7,"889",FirmanTok,MT001,Mainan Toys,AF-0035,Action Figure Sir Alex Ferguson,CRT/10,CRT/1,PCS/1,6000000,6000000,600000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,300000.0000,627000.0000,0.0,-300000.0
PO2603038890001,SO2603030003,2026-03-03,2026-03-03,INV2603030001,LV000007,Lavina TK 7,"889",FirmanTok,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,200000.0000,418000.0000,0.0,-200000.0
PO260306SLS010004,SO2603060022,2026-03-06,,,"0019",Babeh TK,SLS01,Jeddy,"010001",PT YUPI INDONESIA,"01001",VAEROSOL LAVENDER 750ML 12 KL,KRT/12,KRT/1,KLG/1,455556,455556,36151,0.0000,0.0000,0.0000,5.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO260303SLS010001,SO2603030005,2026-03-03,2026-03-03,INV2603030003,"250115",Toko Barokah,SLS01,Jeddy,"010001",PT YUPI INDONESIA,"01003",GAJAH KULKAS 50 GR 24 PCS,KRT/24,KRT/1,PCS/1,154364,154364,6432,0.0000,0.0000,0.0000,3.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603060023,2026-03-06,,,LV000003,Lavina TK 3,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,1750000.0000,1350000.0000,750000.0000,0.0,0.0,2.0,0.0000,0.0000,0.0000,1500000.0,1500000.0
,SO2603030001,2026-03-03,,,LV000001,Lavina TK 1,SLS009,Ridwan,MT001,Mainan Toys,AF-0017,Action Figure Thanos Ungu,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,20.0,0.0,0.0,0.0000,0.0000,4400000.0000,40000000,40000000
,SO2603030001,2026-03-03,,,LV000001,Lavina TK 1,SLS009,Ridwan,MT001,Mainan Toys,AF-0023,Action Figure Groot,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,6.0,0.0,0.0,0.0000,0.0000,1320000.0000,12000000,12000000
,SO2603060024,2026-03-06,,,"0019",Babeh TK,SLS01,Jeddy,A12,PT YUPI INDONESIA,SP00051,Sunpride - Single Cavendish 500 gr,CRT/12,CRT/1,PNCH/1,950000,120000,11000,950000.0000,120000.0000,11000.0000,2.0,0.0,0.0,0.0000,0.0000,209000.0000,1900000.0,1900000.0
,SO2603060024,2026-03-06,,,"0019",Babeh TK,SLS01,Jeddy,A12,PT YUPI INDONESIA,SP00021,Sunpride - Single Cavendish Banana [per box],CRT/12,CRT/1,Kg/1,1320000,1320000,110000,1320000.0000,1320000.0000,110000.0000,1.0,0.0,0.0,0.0000,0.0000,145200.0000,1320000.0,1320000.0
,SO2603130018,2026-03-13,,,B000455,BOEDY 455,BDG001,Nyeck Nyobe,MT001,Mainan Toys,AF-0015,Action Figure IP Man,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,0.0,0.0,1.0,0,10000.0000,20900.0000,200000.0,190000.0
,SO2603030002,2026-03-03,2026-03-04,INV2603040007,"0019",Babeh TK,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0039,Action Figure Koch Justin,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,5.0,0.0,0.0,0.0000,0.0000,0.0000,10000000,10000000
,SO2603030002,2026-03-03,2026-03-04,INV2603040007,"0019",Babeh TK,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0032,Action Figure Ronaldo,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,7.0,0.0,0.0,0.0000,0.0000,1540000.0000,14000000,14000000
PO260306SLS010005,SO2603060025,2026-03-06,2026-03-06,INV2603060020,B00001,Baru TK,SLS01,Jeddy,"010001",PT YUPI INDONESIA,"01003",GAJAH KULKAS 50 GR 24 PCS,KRT/24,KRT/1,PCS/1,154364,154364,6432,0.0000,0.0000,0.0000,5.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603140001,2026-03-14,2026-03-14,INV2603140002,IDEA260049,Toko Pelan Tapi Sampai,ERK001,Erling Caraka,"010505",PT YUPI INDONESIA,"819256",VT EDT BREEZE 120MLX36,KRT/36,KRT/1,PCS/1,655956,655956,18221,655956.0000,655956.0000,18221.0000,2.0,0.0,0.0,0,0.0000,144310.0000,1311912.0,1311912.0
,SO2603140001,2026-03-14,2026-03-14,INV2603140002,IDEA260049,Toko Pelan Tapi Sampai,ERK001,Erling Caraka,"02001",PT URC,"819264",VT EDT BLESS 120MLX36,KRT/36,KRT/1,PCK/1,655956,655956,18221,655956.0000,655956.0000,18221.0000,1.0,0.0,0.0,0,0.0000,72155.0000,655956.0,655956.0
PO260303SLS010002,SO2603030006,2026-03-03,2026-03-03,INV2603030005,"0019",Babeh TK,SLS01,Jeddy,"1000",PT YUPI INDONESIA,FF-0101-0040,Cavendish Hand,CRT/12,CRT/1,PNCH/1,310000,210000,110000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO2603068890001,SO2603060026,2026-03-06,,,B000027,BOEDY 27,"889",FirmanTok,MT001,Mainan Toys,AF-0036,Action Figure Carrick,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603140002,2026-03-14,2026-03-14,INV2603140001,IDEA260049,Toko Pelan Tapi Sampai,ERK001,Erling Caraka,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,11.0,0.0,0.0,0,0.0000,0.0000,22000000,22000000
PO260303AD0030001,SO2603030007,2026-03-03,2026-03-03,INV2603030006,B000472,BOEDY 472,AD003,Ady Nugroho,D001,PT YUPI INDONESIA,MGS,MINYAK 2 AHEN 50ml 10x10'Rcg/100,CRT/1,CRT/1,CRT/1,0,0,0,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
PO260303AD0030001,SO2603030007,2026-03-03,2026-03-03,INV2603030006,B000472,BOEDY 472,AD003,Ady Nugroho,A12,PT YUPI INDONESIA,SP00010,Sunpride - Kelapa Pandan Cocopride [per pcs],CRT/12,CRT/1,PNCH/1,950000,120000,11000,0.0000,0.0000,0.0000,1.0,0.0,1.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603070001,2026-03-07,,,LV000008,Lavina TK 8,AD003,Ady Nugroho,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,1000000.0000,500000.0000,200000.0000,0.0,0.0,1.0,0.0000,10000.0000,0.0000,200000.0,190000.0
,SO2603140003,2026-03-14,,,JMF260038,Toko Hoki Banget,ERK001,Erling Caraka,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,10.0,0.0,0.0,984080.0000,0.0000,0.0000,20000000,19015920
,SO2603140003,2026-03-14,,,JMF260038,Toko Hoki Banget,ERK001,Erling Caraka,"010505",PT YUPI INDONESIA,"819256",VT EDT BREEZE 120MLX36,KRT/36,KRT/1,PCS/1,655956,655956,18221,655956.0000,655956.0000,18221.0000,1.0,0.0,0.0,0,0.0000,72155.0000,655956.0,655956.0
PO260303SLS010002,SO2603030008,2026-03-03,2026-03-03,INV2603030014,B00001,Baru TK,SLS01,Jeddy,YP001,PT YUPI INDONESIA,YP5185,***YUPI MUMMY GUMMY (BOX) 25GR/6X24,KRT/20,PCK/3,PCS/1,50860,16953,848,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,5595.0000,0.0,0.0
PO260303SLS010002,SO2603030008,2026-03-03,2026-03-03,INV2603030014,B00001,Baru TK,SLS01,Jeddy,YP001,PT YUPI INDONESIA,YP5216,YUPI DINOSAURUS DB 13GR 12GR 12X24PCS,KRT/50,KRT/1,KLG/1,75000,800000,23000,0.0000,0.0000,0.0000,2.0,0.0,0.0,0.0000,0.0000,176000.0000,0.0,0.0
PO260303SLS010002,SO2603030008,2026-03-03,2026-03-03,INV2603030014,B00001,Baru TK,SLS01,Jeddy,YP001,PT YUPI INDONESIA,YP5217,YUPI MINI BURGER BOX 12X24X6GR,KRT/50,KRT/1,KLG/1,75000,800000,23000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,88000.0000,0.0,0.0
,SO2603090001,2026-03-09,,,TK000003,TOKO LESTARI,"2025120201",Ilham Abdullah,YP001,PT YUPI INDONESIA,YP5135,ZUGI ZAGI ZUG D.BOX (12X12) @ 14 G,CRT/24,CRT/1,BOX/1,0,0,0,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,0.0000,0.0,0.0
,SO2603140004,2026-03-14,,,JMF260038,Toko Hoki Banget,ERK001,Erling Caraka,MT001,Mainan Toys,AF-0035,Action Figure Sir Alex Ferguson,CRT/10,CRT/1,PCS/1,6000000,6000000,600000,6000000.0000,6000000.0000,600000.0000,3.0,0.0,0.0,885672.0000,0.0000,1711433.0000,18000000,17114328
,SO2603140004,2026-03-14,,,JMF260038,Toko Hoki Banget,ERK001,Erling Caraka,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,2.0,0.0,0.0,196816.0000,0.0000,0.0000,4000000.0,3803184.0
,SO2603140004,2026-03-14,,,JMF260038,Toko Hoki Banget,ERK001,Erling Caraka,WASUPP001,PT YUPI INDONESIA,BS001,Busi Astrea,CRT/10,CRT/1,PCK/1,200000,200000,20000,200000.0000,200000.0000,20000.0000,1.0,0.0,0.0,0,0.0000,22000.0000,200000.0,200000.0
,SO2603030009,2026-03-03,,,B000071,BOEDY 71,BDG001,Nyeck Nyobe,MT001,Mainan Toys,AF-0035,Action Figure Sir Alex Ferguson,CRT/10,CRT/1,PCS/1,6000000,6000000,600000,6000000.0000,6000000.0000,600000.0000,1.0,0.0,0.0,0.0000,300000.0000,627000.0000,6000000.0,5700000.0
,SO2603090002,2026-03-09,2026-03-11,INV2603110030,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,"010001",PT YUPI INDONESIA,"302027",VAPE ELETRIC SET LIQUID 45 MLM ,KRT/24,KRT/1,PCS/1,770400,770400,32100,770400.0000,770400.0000,32100.0000,1.0,0.0,1.0,0.0000,0.0000,88275.0000,802500.0,802500.0
,SO2603090002,2026-03-09,2026-03-11,INV2603110030,"09845",Toko Abadi Membumi,"2025120204",Yogie Setya,"010001",PT YUPI INDONESIA,"302008",VAPE AEROSOL TWINGUN 600 ML    ,KRT/12,KRT/1,PCS/1,368108,368108,30676,469524.0000,368108.0000,30676.0000,1.0,0.0,0.0,0.0000,0.0000,51648.0000,469524.0,469524.0
,SO2603140005,2026-03-14,,,JMF260038,Toko Hoki Banget,ERK001,Erling Caraka,MT001,Mainan Toys,AF-0007,Action Figure Loki,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,8.0,0.0,0.0,1027264.0000,0.0000,1647001.0000,16000000,14972736
,SO2603140005,2026-03-14,,,JMF260038,Toko Hoki Banget,ERK001,Erling Caraka,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,2.0,0.0,0.0,196816.0000,0.0000,0.0000,4000000.0,3803184.0
,SO2603140005,2026-03-14,,,JMF260038,Toko Hoki Banget,ERK001,Erling Caraka,MT001,Mainan Toys,AF-0018,Action Figure Deadpool,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,3.0,0.0,0.0,90000.0000,0.0000,650100.0000,6000000.0,5910000.0
PO260303SLS010003,SO2603030010,2026-03-03,2026-03-03,INV2603030013,"20251225",TOKO SSS,SLS01,Jeddy,YP001,PT YUPI INDONESIA,YP1032,CHOCO GLEE D.BOX (12X24) @ 5.5 G,KRT/36,KRT/1,PCS/1,316800,316800,8800,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,34848.0000,0.0,0.0
PO260303SLS010003,SO2603030010,2026-03-03,2026-03-03,INV2603030013,"20251225",TOKO SSS,SLS01,Jeddy,YP001,PT YUPI INDONESIA,YP1034,CHIBI GUMMY D.BOX (20X12)  @11 G,KRT/36,KRT/1,PCS/1,165000,165000,2750,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,18150.0000,0.0,0.0
PO260303SLS010003,SO2603030010,2026-03-03,2026-03-03,INV2603030013,"20251225",TOKO SSS,SLS01,Jeddy,YP001,PT YUPI INDONESIA,YP1036,ICE CREAM CONE D.BOX (12X24) @ 5.5 G,KRT/36,KRT/1,PCS/1,50860,16953,848,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,1865.0000,0.0,0.0
PO260303SLS010003,SO2603030010,2026-03-03,2026-03-03,INV2603030013,"20251225",TOKO SSS,SLS01,Jeddy,YP001,PT YUPI INDONESIA,YP1080,DINO LAND D.BOX (12X24) @ 5.5 G,CRT/12,CRT/1,PNCH/1,950000,120000,11000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,13200.0000,0.0,0.0
PO260309SLS010001,SO2603090003,2026-03-09,2026-03-09,INV2603090008,"1234567890",toko jan,SLS01,Jeddy,"1000",PT YUPI INDONESIA,"02005",DYNAMITE MINT CHOCO 55S/20,KRT/20,KRT/1,PCS/1,83500,83500,4175,83500.0000,83500.0000,4175.0000,2.0,0.0,0.0,0.0000,0.0000,18370.0000,167000.0,167000.0
PO260303SLS010003,SO2603030010,2026-03-03,2026-03-03,INV2603030013,"20251225",TOKO SSS,SLS01,Jeddy,YP001,PT YUPI INDONESIA,YP5219,YP513 YUPI MINI BURGER,KRT/50,KRT/1,KLG/1,75000,800000,23000,0.0000,0.0000,0.0000,1.0,0.0,0.0,0.0000,0.0000,88000.0000,0.0,0.0
PO260309SLS010001,SO2603090003,2026-03-09,2026-03-09,INV2603090008,"1234567890",toko jan,SLS01,Jeddy,MT001,Mainan Toys,AF-0006,Action Figure Thor,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,0.0,0.0000,0.0000,220000.0000,2000000.0,2000000.0
PO260309SLS010001,SO2603090003,2026-03-09,2026-03-09,INV2603090008,"1234567890",toko jan,SLS01,Jeddy,"999",PT YUPI INDONESIA,S000001,ABC Battery Baterai Biru AA R-06 1pack X 4pcs,CRT/4,PCK/72,PCS/1,1008000,14000,3500,800000.0000,14000.0000,3500.0000,1.0,0.0,0.0,0.0000,0.0000,88000.0000,800000.0,800000.0
,SO2603140006,2026-03-14,,,JMF260039,Toko Untung Sedikit,ERK001,Erling Caraka,MT001,Mainan Toys,AF-0018,Action Figure Deadpool,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,7.0,0.0,0.0,70000.0000,278600.0000,1501654.0000,14000000,13651400
,SO2603140006,2026-03-14,,,JMF260039,Toko Untung Sedikit,ERK001,Erling Caraka,MT001,Mainan Toys,AF-0007,Action Figure Loki,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,0.0,50000.0000,39000.0000,210210.0000,2000000.0,1911000.0
,SO2603140006,2026-03-14,,,JMF260039,Toko Untung Sedikit,ERK001,Erling Caraka,WASUPP001,PT YUPI INDONESIA,BS001,Busi Astrea,CRT/10,CRT/1,PCK/1,200000,200000,20000,200000.0000,200000.0000,20000.0000,1.0,0.0,0.0,0,0.0000,22000.0000,200000.0,200000.0
,SO2603140006,2026-03-14,,,JMF260039,Toko Untung Sedikit,ERK001,Erling Caraka,MT001,Mainan Toys,AF-0036,Action Figure Carrick,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,1.0,0.0,0.0,0,40000.0000,215600.0000,2000000.0,1960000.0
,SO2603030011,2026-03-03,,,B000480,BOEDY 480,"1000003",kang dedi,YP001,PT YUPI INDONESIA,YP1034,CHIBI GUMMY D.BOX (20X12)  @11 G,KRT/36,KRT/1,PCS/1,165000,165000,2750,165000.0000,165000.0000,2750.0000,1.0,0.0,0.0,0.0000,0.0000,18150.0000,165000.0,165000.0
,SO2603030011,2026-03-03,,,B000480,BOEDY 480,"1000003",kang dedi,YP001,PT YUPI INDONESIA,YP1033,GUMMY COOKIES D.BOX (12X24) @ 5.5 G,KRT/36,KRT/1,PCS/1,154364,154364,6432,154364.0000,154364.0000,6432.0000,3.0,0.0,0.0,0.0000,0.0000,50940.0000,463092.0,463092.0
PO26030920251202040001,SO2603090004,2026-03-09,2026-03-11,INV2603110029,B000444,BOEDY 444,"2025120204",Yogie Setya,MT001,Mainan Toys,AF-0001,Action Figure Superman,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,2.0,0.0,0.0,0.0000,0.0000,0.0000,4000000.0,4000000.0
,SO2603030012,2026-03-03,,,B000071,BOEDY 71,BDG001,Nyeck Nyobe,MT001,Mainan Toys,AF-0035,Action Figure Sir Alex Ferguson,CRT/10,CRT/1,PCS/1,6000000,6000000,600000,6000000.0000,6000000.0000,600000.0000,1.0,0.0,0.0,0.0000,300000.0000,627000.0000,6000000.0,5700000.0
,SO2603030012,2026-03-03,,,B000071,BOEDY 71,BDG001,Nyeck Nyobe,MT001,Mainan Toys,AF-0036,Action Figure Carrick,CRT/10,CRT/1,PCS/1,2000000,2000000,200000,2000000.0000,2000000.0000,200000.0000,4.0,0.0,0.0,0.0000,400000.0000,836000.0000,8000000.0,7600000.0
